sample,species
032484.png,carpinus
065894.png,corylus
103160.png,fraxinus
057035.png,populus
103696.png,poaceae
036711.png,cupressaceae
102615.png,populus
040043.png,picea
102190.png,carpinus
006860.png,pinus
072695.png,fraxinus
091124.png,quercus
030840.png,poaceae
032939.png,pinus
113441.png,urticaceae
106702.png,alnus
047753.png,picea
068332.png,salix
111367.png,cupressaceae
013224.png,betula
071058.png,fagus
100899.png,betula
057154.png,cupressaceae
017362.png,salix
071030.png,poaceae
109628.png,poaceae
062055.png,fraxinus
106625.png,alnus
043721.png,picea
099472.png,pinus
045514.png,cupressaceae
033157.png,betula
113954.png,picea
113260.png,carpinus
090751.png,alnus
115152.png,quercus
016961.png,fraxinus
064414.png,tilia
102198.png,betula
004253.png,salix
000048.png,pinus
047516.png,picea
081989.png,pinus
020625.png,fraxinus
080051.png,picea
055371.png,poaceae
006552.png,fagus
085377.png,betula
023683.png,quercus
093582.png,tilia
108401.png,corylus
108751.png,carpinus
031565.png,betula
059940.png,quercus
066954.png,corylus
043416.png,betula
026196.png,alnus
069958.png,carpinus
075501.png,carpinus
038527.png,populus
014691.png,carpinus
037033.png,betula
084504.png,urticaceae
024139.png,betula
022366.png,populus
016860.png,betula
065082.png,corylus
072574.png,salix
054961.png,corylus
115043.png,fagus
103045.png,corylus
108472.png,quercus
108129.png,corylus
023209.png,populus
006419.png,betula
029890.png,betula
079675.png,pinus
001452.png,corylus
048017.png,corylus
085843.png,tilia
105026.png,urticaceae
062857.png,quercus
058210.png,populus
040097.png,corylus
027246.png,alnus
064408.png,betula
055407.png,populus
108691.png,urticaceae
009995.png,betula
064216.png,quercus
015995.png,urticaceae
036175.png,carpinus
097692.png,urticaceae
028456.png,alnus
057265.png,fagus
037289.png,populus
105249.png,tilia
004062.png,cupressaceae
084643.png,fraxinus
057773.png,cupressaceae
109171.png,fraxinus
039990.png,cupressaceae
090219.png,tilia
063697.png,corylus
080745.png,poaceae
029538.png,picea
109284.png,picea
002346.png,pinus
058496.png,picea
091884.png,populus
029272.png,urticaceae
009549.png,carpinus
109703.png,poaceae
096745.png,quercus
089472.png,urticaceae
076378.png,picea
041803.png,carpinus
070049.png,tilia
007333.png,populus
020719.png,cupressaceae
002025.png,salix
011667.png,urticaceae
025588.png,poaceae
087315.png,salix
078576.png,carpinus
059889.png,picea
091019.png,fraxinus
000722.png,corylus
092070.png,fagus
003283.png,betula
107192.png,betula
082062.png,corylus
105148.png,salix
002777.png,populus
038431.png,poaceae
112330.png,alnus
031942.png,urticaceae
099800.png,populus
042799.png,poaceae
087602.png,pinus
006464.png,salix
028795.png,poaceae
007035.png,salix
030507.png,fraxinus
001202.png,quercus
001071.png,cupressaceae
002940.png,urticaceae
066993.png,salix
085868.png,urticaceae
043723.png,tilia
039275.png,corylus
079296.png,corylus
030845.png,quercus
002235.png,salix
090275.png,salix
084985.png,picea
094630.png,betula
009108.png,pinus
008747.png,fagus
008259.png,quercus
089208.png,quercus
086076.png,salix
052388.png,fraxinus
029333.png,picea
088237.png,carpinus
069640.png,picea
040373.png,betula
019053.png,tilia
078898.png,picea
053631.png,populus
040534.png,salix
073693.png,carpinus
107443.png,salix
007107.png,pinus
049531.png,fagus
025782.png,salix
096212.png,picea
029343.png,fagus
098096.png,picea
071341.png,fagus
006990.png,tilia
033696.png,urticaceae
093474.png,fraxinus
013305.png,carpinus
014493.png,urticaceae
063150.png,picea
074468.png,tilia
066355.png,alnus
113112.png,fraxinus
017997.png,salix
022324.png,pinus
061797.png,pinus
078572.png,quercus
042204.png,quercus
061509.png,pinus
092227.png,fraxinus
020175.png,tilia
115110.png,quercus
011223.png,salix
114731.png,urticaceae
005394.png,alnus
104956.png,fagus
053407.png,picea
079481.png,fraxinus
003050.png,poaceae
079546.png,alnus
019600.png,tilia
076444.png,populus
061607.png,alnus
018381.png,populus
071981.png,alnus
039201.png,corylus
087242.png,urticaceae
099273.png,pinus
048480.png,quercus
000647.png,tilia
060416.png,pinus
066635.png,quercus
012417.png,quercus
085546.png,poaceae
002682.png,tilia
087961.png,betula
096253.png,tilia
035566.png,cupressaceae
092830.png,fagus
080130.png,quercus
079042.png,poaceae
012385.png,fraxinus
011024.png,picea
049982.png,cupressaceae
038364.png,betula
043177.png,populus
044162.png,urticaceae
003370.png,betula
067699.png,corylus
004555.png,corylus
059798.png,cupressaceae
037135.png,poaceae
109538.png,fraxinus
090963.png,salix
013231.png,populus
031004.png,fagus
063292.png,quercus
058088.png,cupressaceae
003490.png,fraxinus
004451.png,corylus
020252.png,carpinus
102445.png,betula
101615.png,salix
096988.png,salix
064518.png,alnus
105758.png,fagus
090722.png,corylus
090387.png,alnus
060993.png,carpinus
110100.png,poaceae
081975.png,poaceae
012821.png,fraxinus
011941.png,betula
025007.png,poaceae
015373.png,poaceae
110402.png,urticaceae
065098.png,fraxinus
061992.png,cupressaceae
002151.png,picea
037651.png,cupressaceae
066663.png,pinus
041678.png,picea
037664.png,carpinus
012478.png,pinus
023524.png,pinus
044745.png,picea
006110.png,populus
102206.png,pinus
100966.png,poaceae
037955.png,carpinus
047537.png,poaceae
111441.png,pinus
011046.png,urticaceae
073664.png,betula
098395.png,fagus
095929.png,corylus
054741.png,urticaceae
080775.png,betula
031012.png,pinus
031527.png,poaceae
076038.png,picea
035026.png,fraxinus
088505.png,populus
078064.png,tilia
107918.png,corylus
110958.png,carpinus
076322.png,quercus
034835.png,alnus
030354.png,tilia
053943.png,carpinus
010167.png,quercus
035540.png,quercus
056659.png,urticaceae
090338.png,picea
083704.png,alnus
063906.png,carpinus
057549.png,corylus
092854.png,urticaceae
027704.png,poaceae
040494.png,fagus
040750.png,corylus
022790.png,salix
078413.png,cupressaceae
036937.png,tilia
018345.png,betula
011923.png,pinus
076174.png,betula
115172.png,populus
049408.png,picea
097435.png,carpinus
063167.png,fagus
022780.png,fraxinus
046098.png,tilia
077455.png,alnus
073500.png,betula
093801.png,poaceae
074042.png,quercus
110759.png,picea
064059.png,populus
068724.png,populus
104302.png,cupressaceae
013856.png,salix
093635.png,betula
016925.png,quercus
058384.png,pinus
081873.png,quercus
007783.png,carpinus
043432.png,fagus
093301.png,corylus
080510.png,urticaceae
073656.png,quercus
034461.png,fagus
102418.png,corylus
107034.png,picea
090741.png,betula
040925.png,populus
048060.png,tilia
067773.png,corylus
091234.png,poaceae
107272.png,corylus
034540.png,urticaceae
045073.png,populus
054688.png,urticaceae
017951.png,betula
050876.png,corylus
066521.png,carpinus
055134.png,picea
081542.png,salix
075709.png,populus
039116.png,fraxinus
070261.png,fraxinus
049870.png,cupressaceae
053929.png,pinus
041201.png,quercus
033554.png,fagus
108085.png,corylus
024875.png,alnus
047839.png,fraxinus
013283.png,quercus
081828.png,pinus
028296.png,fagus
038171.png,fagus
084350.png,tilia
081901.png,tilia
008420.png,tilia
041315.png,fagus
069915.png,urticaceae
000662.png,fagus
101860.png,betula
102670.png,corylus
030640.png,betula
006746.png,picea
005016.png,pinus
005540.png,fagus
077686.png,salix
005055.png,tilia
083545.png,corylus
105051.png,corylus
032301.png,fagus
057224.png,corylus
028827.png,urticaceae
053946.png,alnus
034561.png,picea
057427.png,cupressaceae
018344.png,fagus
076593.png,betula
010934.png,salix
017834.png,cupressaceae
015140.png,pinus
005371.png,tilia
098117.png,cupressaceae
070071.png,salix
056979.png,betula
028896.png,populus
085123.png,populus
060692.png,urticaceae
052045.png,quercus
029494.png,betula
051576.png,poaceae
001568.png,picea
003166.png,fraxinus
032821.png,tilia
063185.png,betula
044977.png,salix
021695.png,fraxinus
107276.png,quercus
071761.png,betula
037703.png,alnus
013112.png,quercus
091481.png,salix
033320.png,quercus
096099.png,quercus
004112.png,salix
081653.png,betula
096202.png,corylus
096565.png,tilia
063097.png,quercus
068898.png,tilia
030131.png,betula
091496.png,picea
071238.png,pinus
069874.png,carpinus
112914.png,populus
024525.png,carpinus
048266.png,tilia
096355.png,carpinus
089080.png,fraxinus
005631.png,pinus
006284.png,picea
000369.png,salix
044507.png,betula
025566.png,urticaceae
087204.png,quercus
050819.png,populus
045829.png,picea
006161.png,quercus
022960.png,populus
084249.png,cupressaceae
102560.png,fraxinus
062413.png,fagus
104779.png,picea
037985.png,betula
040738.png,tilia
093276.png,poaceae
110022.png,alnus
063450.png,fagus
059710.png,fagus
083171.png,picea
107886.png,carpinus
092230.png,quercus
010630.png,tilia
086594.png,salix
015946.png,picea
065611.png,tilia
073967.png,urticaceae
076366.png,fraxinus
071646.png,tilia
023099.png,fraxinus
029238.png,populus
002183.png,quercus
073269.png,populus
049891.png,betula
075964.png,populus
032833.png,corylus
061359.png,salix
084579.png,poaceae
106999.png,alnus
093091.png,betula
052677.png,populus
028399.png,fraxinus
078434.png,picea
033693.png,betula
025973.png,populus
104932.png,populus
000548.png,carpinus
006428.png,urticaceae
025506.png,tilia
030409.png,picea
046340.png,alnus
058967.png,carpinus
009052.png,pinus
070626.png,quercus
058452.png,corylus
061395.png,cupressaceae
012267.png,fagus
013074.png,quercus
062215.png,fagus
000486.png,urticaceae
065265.png,quercus
055382.png,alnus
029623.png,salix
021721.png,corylus
045921.png,fraxinus
090706.png,urticaceae
007151.png,picea
076327.png,corylus
056692.png,cupressaceae
031071.png,salix
022071.png,poaceae
043021.png,cupressaceae
044880.png,pinus
047883.png,cupressaceae
111374.png,picea
007495.png,picea
097494.png,fraxinus
111323.png,pinus
046513.png,pinus
067787.png,picea
033727.png,poaceae
071107.png,corylus
065574.png,populus
044173.png,tilia
070169.png,fraxinus
101055.png,pinus
024019.png,alnus
001070.png,populus
039757.png,quercus
090619.png,betula
084706.png,alnus
035777.png,poaceae
011440.png,fraxinus
074717.png,urticaceae
068087.png,corylus
075827.png,populus
114381.png,fagus
050108.png,pinus
073729.png,picea
037549.png,alnus
002212.png,carpinus
108234.png,urticaceae
104384.png,cupressaceae
013503.png,tilia
017802.png,quercus
041472.png,urticaceae
069387.png,urticaceae
010812.png,picea
071098.png,urticaceae
090893.png,picea
054009.png,populus
038106.png,poaceae
003447.png,picea
090614.png,urticaceae
002623.png,alnus
076843.png,alnus
043812.png,fagus
099804.png,carpinus
069377.png,tilia
113293.png,fagus
101101.png,carpinus
009924.png,cupressaceae
037810.png,tilia
013270.png,salix
037608.png,tilia
041701.png,quercus
090180.png,tilia
060152.png,carpinus
115239.png,pinus
024144.png,tilia
073295.png,fagus
085057.png,populus
005116.png,carpinus
060837.png,fagus
073582.png,cupressaceae
004985.png,quercus
034365.png,quercus
037131.png,poaceae
051062.png,urticaceae
086860.png,betula
096629.png,quercus
029959.png,populus
106431.png,fagus
033027.png,cupressaceae
050809.png,urticaceae
100411.png,picea
077411.png,betula
096521.png,alnus
108374.png,corylus
090980.png,urticaceae
026991.png,alnus
105515.png,cupressaceae
029589.png,tilia
103407.png,tilia
056860.png,cupressaceae
114178.png,cupressaceae
017760.png,quercus
063551.png,betula
097750.png,pinus
077580.png,picea
051485.png,salix
108676.png,salix
039628.png,quercus
066834.png,carpinus
088651.png,betula
069225.png,salix
042086.png,betula
065399.png,carpinus
001093.png,carpinus
112288.png,fraxinus
028081.png,alnus
049939.png,quercus
010074.png,poaceae
030597.png,quercus
018001.png,poaceae
025733.png,urticaceae
090130.png,urticaceae
037386.png,pinus
107243.png,tilia
095007.png,fraxinus
022588.png,betula
053985.png,fagus
018441.png,fraxinus
027307.png,poaceae
065819.png,picea
049188.png,alnus
024442.png,tilia
079601.png,betula
023433.png,pinus
053512.png,corylus
027264.png,fraxinus
030927.png,fraxinus
079503.png,pinus
071664.png,pinus
100506.png,fagus
102073.png,quercus
031961.png,populus
008018.png,picea
100720.png,cupressaceae
034147.png,tilia
032296.png,populus
087622.png,tilia
074706.png,quercus
013683.png,populus
103669.png,fraxinus
057380.png,fraxinus
046719.png,urticaceae
108504.png,pinus
084143.png,betula
023378.png,quercus
112847.png,urticaceae
099387.png,betula
045339.png,cupressaceae
107414.png,quercus
075422.png,fraxinus
051939.png,poaceae
021546.png,picea
064340.png,poaceae
006969.png,betula
073892.png,betula
026128.png,alnus
030376.png,populus
075941.png,corylus
045052.png,carpinus
034113.png,betula
016441.png,picea
012538.png,alnus
057444.png,carpinus
057928.png,tilia
114118.png,tilia
024834.png,populus
051730.png,betula
075668.png,poaceae
075313.png,salix
011848.png,pinus
052079.png,pinus
072670.png,betula
031315.png,picea
089800.png,populus
003075.png,poaceae
023714.png,quercus
034476.png,fraxinus
010376.png,quercus
036004.png,populus
109647.png,salix
087697.png,pinus
030617.png,pinus
014377.png,poaceae
087509.png,fagus
007055.png,populus
104999.png,tilia
110058.png,alnus
073025.png,betula
023105.png,pinus
103252.png,quercus
025925.png,betula
052813.png,tilia
074733.png,urticaceae
073895.png,pinus
035224.png,corylus
046166.png,quercus
069904.png,populus
082722.png,salix
082420.png,betula
091795.png,cupressaceae
081700.png,cupressaceae
002922.png,fagus
042938.png,alnus
014515.png,fraxinus
040666.png,corylus
032806.png,tilia
099336.png,poaceae
110872.png,fraxinus
017677.png,cupressaceae
030995.png,fraxinus
015896.png,tilia
109211.png,urticaceae
060840.png,populus
098229.png,urticaceae
113640.png,fagus
063025.png,quercus
082286.png,carpinus
039430.png,carpinus
019458.png,alnus
056079.png,corylus
042449.png,picea
098777.png,quercus
092202.png,fagus
032164.png,poaceae
076661.png,cupressaceae
114039.png,corylus
112050.png,poaceae
044782.png,carpinus
057354.png,urticaceae
042482.png,betula
015468.png,pinus
076729.png,poaceae
042720.png,pinus
094381.png,alnus
099843.png,urticaceae
021161.png,corylus
054619.png,carpinus
083753.png,quercus
022556.png,fagus
113983.png,tilia
071442.png,cupressaceae
059922.png,populus
040271.png,fagus
003900.png,fagus
034413.png,betula
019603.png,urticaceae
032581.png,alnus
024248.png,betula
016110.png,cupressaceae
003165.png,corylus
106091.png,fraxinus
057280.png,carpinus
090721.png,alnus
084147.png,populus
026878.png,cupressaceae
079929.png,pinus
028233.png,quercus
058783.png,fagus
011033.png,alnus
083385.png,urticaceae
087552.png,alnus
054935.png,alnus
010090.png,tilia
095366.png,fraxinus
000672.png,poaceae
058598.png,pinus
089817.png,corylus
046590.png,poaceae
115133.png,populus
028780.png,salix
099881.png,fraxinus
018321.png,quercus
057571.png,corylus
097320.png,urticaceae
104175.png,cupressaceae
078579.png,picea
016276.png,carpinus
026506.png,salix
112756.png,pinus
095189.png,picea
080109.png,quercus
009012.png,urticaceae
095220.png,picea
069938.png,poaceae
093212.png,populus
012456.png,carpinus
019850.png,tilia
108082.png,fagus
069978.png,alnus
110809.png,fagus
115076.png,populus
111761.png,carpinus
010647.png,cupressaceae
058755.png,cupressaceae
073657.png,picea
049666.png,carpinus
016245.png,fagus
093289.png,poaceae
012568.png,fagus
097696.png,corylus
080405.png,alnus
017978.png,salix
080458.png,picea
042336.png,tilia
090385.png,cupressaceae
042109.png,fraxinus
082798.png,picea
091601.png,salix
068354.png,fraxinus
093224.png,poaceae
090696.png,salix
055222.png,fagus
093190.png,pinus
048157.png,poaceae
001051.png,alnus
037349.png,corylus
087553.png,pinus
041976.png,poaceae
066300.png,alnus
114080.png,salix
056013.png,poaceae
106276.png,alnus
068324.png,fraxinus
089709.png,tilia
109476.png,alnus
029663.png,fraxinus
062780.png,populus
003991.png,tilia
012023.png,picea
071853.png,carpinus
041023.png,carpinus
038100.png,fraxinus
028685.png,poaceae
006725.png,cupressaceae
069614.png,salix
031647.png,fagus
074866.png,fagus
073645.png,populus
042770.png,carpinus
004500.png,cupressaceae
106038.png,populus
013238.png,carpinus
072085.png,tilia
085955.png,alnus
059360.png,salix
024730.png,salix
109312.png,fraxinus
015164.png,fraxinus
055022.png,populus
106899.png,picea
071871.png,cupressaceae
057617.png,carpinus
044101.png,pinus
057725.png,fagus
082451.png,fagus
049255.png,poaceae
033135.png,salix
050659.png,quercus
057324.png,betula
052933.png,poaceae
070644.png,salix
097243.png,alnus
092361.png,cupressaceae
106083.png,quercus
010064.png,carpinus
025554.png,populus
100285.png,fraxinus
039541.png,fagus
038152.png,quercus
108434.png,tilia
069646.png,pinus
065076.png,carpinus
037358.png,salix
108906.png,tilia
009038.png,quercus
031177.png,fraxinus
111947.png,urticaceae
077824.png,picea
099132.png,betula
077194.png,tilia
108415.png,tilia
018704.png,quercus
031296.png,tilia
056026.png,betula
046466.png,poaceae
090205.png,fagus
025453.png,carpinus
057550.png,pinus
039805.png,populus
082804.png,quercus
014960.png,quercus
070343.png,alnus
054801.png,carpinus
093014.png,tilia
054185.png,poaceae
041002.png,fraxinus
084881.png,alnus
019399.png,quercus
092935.png,picea
018190.png,pinus
029435.png,poaceae
001853.png,populus
053954.png,carpinus
082652.png,betula
051234.png,tilia
015155.png,fraxinus
095968.png,urticaceae
103643.png,corylus
094526.png,cupressaceae
025127.png,picea
032088.png,populus
091712.png,poaceae
092964.png,fraxinus
092441.png,tilia
002565.png,betula
062107.png,cupressaceae
026604.png,cupressaceae
032186.png,pinus
007304.png,corylus
071267.png,urticaceae
058948.png,alnus
053418.png,corylus
092602.png,pinus
029312.png,corylus
097971.png,salix
020216.png,carpinus
048760.png,tilia
108413.png,corylus
075565.png,salix
009002.png,picea
105256.png,urticaceae
018651.png,tilia
090971.png,salix
098464.png,fraxinus
000550.png,salix
048720.png,corylus
011127.png,poaceae
057185.png,corylus
105676.png,betula
062462.png,pinus
000865.png,corylus
109159.png,fraxinus
098745.png,fraxinus
080055.png,quercus
079199.png,betula
082649.png,quercus
101458.png,fraxinus
084126.png,corylus
046160.png,populus
089814.png,populus
011681.png,alnus
001917.png,fagus
053282.png,alnus
092450.png,fagus
022860.png,populus
076251.png,carpinus
009287.png,cupressaceae
044024.png,pinus
093018.png,picea
063841.png,fraxinus
099893.png,tilia
045678.png,poaceae
029465.png,alnus
039746.png,salix
099295.png,betula
089764.png,tilia
075087.png,populus
099184.png,salix
052420.png,fagus
056970.png,picea
025691.png,urticaceae
098365.png,quercus
025353.png,tilia
046894.png,alnus
005678.png,populus
010550.png,pinus
015293.png,tilia
089025.png,alnus
018365.png,betula
106823.png,urticaceae
099977.png,quercus
061039.png,pinus
091616.png,urticaceae
043285.png,cupressaceae
028460.png,poaceae
033192.png,alnus
065381.png,corylus
035810.png,fagus
080200.png,carpinus
073499.png,salix
069363.png,corylus
013304.png,quercus
068254.png,cupressaceae
088500.png,urticaceae
061850.png,tilia
070748.png,salix
048138.png,cupressaceae
062356.png,carpinus
066180.png,carpinus
011129.png,fraxinus
010300.png,populus
026146.png,fraxinus
054821.png,fagus
020218.png,carpinus
025291.png,alnus
086480.png,pinus
100639.png,pinus
087255.png,betula
018714.png,cupressaceae
053012.png,alnus
081670.png,urticaceae
112227.png,picea
048930.png,tilia
014409.png,quercus
056856.png,corylus
007937.png,picea
026121.png,fraxinus
043526.png,fagus
000312.png,picea
101335.png,fraxinus
001740.png,salix
029657.png,quercus
097652.png,populus
098460.png,populus
089662.png,populus
016431.png,urticaceae
040471.png,salix
038214.png,quercus
077330.png,pinus
063126.png,alnus
022080.png,salix
076494.png,pinus
079851.png,urticaceae
098097.png,cupressaceae
026670.png,tilia
077005.png,urticaceae
000604.png,fagus
099314.png,urticaceae
030824.png,corylus
102828.png,urticaceae
043408.png,cupressaceae
046664.png,picea
050719.png,salix
114923.png,corylus
091218.png,pinus
035291.png,cupressaceae
085402.png,cupressaceae
069739.png,cupressaceae
013727.png,corylus
045669.png,urticaceae
011220.png,pinus
006586.png,fraxinus
029209.png,populus
113550.png,populus
018085.png,fagus
042744.png,betula
070236.png,quercus
081973.png,fagus
029809.png,urticaceae
049600.png,corylus
040631.png,alnus
025654.png,poaceae
043851.png,urticaceae
040819.png,quercus
001573.png,corylus
110181.png,poaceae
008994.png,poaceae
034062.png,corylus
011986.png,quercus
039251.png,picea
059969.png,quercus
108994.png,pinus
108743.png,populus
115193.png,tilia
113379.png,betula
096414.png,fagus
074746.png,picea
076189.png,cupressaceae
001798.png,urticaceae
005730.png,carpinus
107689.png,corylus
052159.png,pinus
035692.png,quercus
104815.png,picea
061506.png,cupressaceae
099614.png,corylus
055418.png,carpinus
031615.png,pinus
029848.png,quercus
083883.png,tilia
095860.png,populus
056127.png,quercus
098646.png,fraxinus
105388.png,picea
108860.png,picea
032562.png,picea
044201.png,pinus
069586.png,betula
037554.png,fagus
018979.png,picea
000931.png,populus
082600.png,quercus
043626.png,alnus
031509.png,betula
066198.png,quercus
021935.png,alnus
027169.png,tilia
052231.png,populus
093806.png,alnus
086872.png,poaceae
028905.png,alnus
099202.png,pinus
083589.png,alnus
068436.png,betula
066919.png,fagus
055967.png,pinus
065101.png,salix
074352.png,tilia
088842.png,salix
057872.png,poaceae
067378.png,fagus
112440.png,picea
076286.png,pinus
075292.png,picea
072059.png,fagus
012919.png,quercus
113269.png,fraxinus
087088.png,carpinus
022105.png,cupressaceae
057749.png,populus
063618.png,fraxinus
007534.png,populus
087828.png,carpinus
016841.png,carpinus
029051.png,salix
063229.png,corylus
048158.png,cupressaceae
031851.png,betula
079083.png,quercus
054637.png,salix
080224.png,salix
090925.png,carpinus
051926.png,fagus
022202.png,fagus
047819.png,betula
076389.png,tilia
083952.png,urticaceae
005535.png,urticaceae
063479.png,alnus
019614.png,picea
071296.png,fagus
063868.png,fagus
002564.png,populus
026416.png,fagus
014028.png,salix
085091.png,poaceae
114424.png,carpinus
059831.png,carpinus
097263.png,cupressaceae
055910.png,poaceae
031856.png,fraxinus
073648.png,corylus
014207.png,fagus
003117.png,fagus
025147.png,alnus
035184.png,populus
098989.png,carpinus
067343.png,corylus
102776.png,betula
054293.png,fraxinus
086137.png,betula
097126.png,populus
104774.png,populus
016223.png,alnus
005455.png,fagus
000364.png,alnus
070278.png,quercus
077903.png,alnus
105625.png,carpinus
078804.png,poaceae
114831.png,pinus
042600.png,salix
004484.png,pinus
002123.png,populus
094148.png,cupressaceae
090160.png,urticaceae
016805.png,fagus
037971.png,cupressaceae
083950.png,pinus
011946.png,quercus
102645.png,urticaceae
062910.png,tilia
020138.png,betula
073862.png,tilia
075353.png,picea
002907.png,picea
018668.png,populus
006773.png,carpinus
069428.png,salix
062258.png,populus
111440.png,pinus
092617.png,picea
110781.png,fraxinus
094002.png,corylus
047058.png,populus
109991.png,tilia
029893.png,pinus
045593.png,cupressaceae
065165.png,alnus
024257.png,pinus
088300.png,alnus
027043.png,poaceae
040082.png,alnus
055043.png,picea
085807.png,carpinus
017088.png,carpinus
084314.png,quercus
006093.png,corylus
064260.png,salix
046613.png,corylus
087059.png,populus
068321.png,cupressaceae
066701.png,carpinus
026662.png,salix
064749.png,quercus
046153.png,cupressaceae
090906.png,tilia
033382.png,tilia
048066.png,urticaceae
088105.png,alnus
092776.png,urticaceae
077548.png,betula
067294.png,alnus
053226.png,urticaceae
109006.png,alnus
016632.png,fraxinus
052373.png,fagus
066605.png,betula
056153.png,betula
068194.png,pinus
084460.png,salix
038435.png,corylus
012498.png,betula
052921.png,populus
010077.png,tilia
002034.png,alnus
056239.png,quercus
089367.png,poaceae
016263.png,betula
083865.png,tilia
064026.png,populus
043668.png,pinus
099850.png,poaceae
039269.png,salix
009177.png,salix
005958.png,picea
111636.png,corylus
079079.png,corylus
110563.png,quercus
076995.png,fraxinus
040533.png,urticaceae
073767.png,poaceae
101652.png,corylus
031467.png,tilia
001538.png,betula
094231.png,quercus
080376.png,salix
000585.png,tilia
106422.png,fagus
087325.png,populus
053608.png,picea
068651.png,picea
041723.png,pinus
023709.png,populus
025963.png,fagus
032575.png,pinus
100624.png,salix
114389.png,fraxinus
099679.png,carpinus
024360.png,urticaceae
027904.png,populus
098507.png,picea
057548.png,betula
034488.png,poaceae
095405.png,carpinus
012930.png,alnus
023797.png,pinus
062667.png,populus
048790.png,populus
013913.png,poaceae
067545.png,alnus
004197.png,salix
050556.png,fagus
014025.png,picea
017365.png,populus
014311.png,cupressaceae
029518.png,alnus
101981.png,fagus
003178.png,urticaceae
047455.png,fraxinus
069090.png,picea
087560.png,corylus
062142.png,poaceae
090814.png,alnus
053207.png,tilia
108879.png,carpinus
006569.png,populus
109020.png,urticaceae
000390.png,carpinus
084714.png,populus
108943.png,picea
061008.png,carpinus
075765.png,fraxinus
031368.png,alnus
080565.png,picea
066546.png,betula
087693.png,fagus
061309.png,urticaceae
108828.png,populus
077565.png,fraxinus
048829.png,urticaceae
051734.png,cupressaceae
071890.png,betula
034243.png,carpinus
087660.png,alnus
096752.png,quercus
034857.png,salix
012642.png,quercus
037304.png,tilia
014208.png,corylus
056620.png,poaceae
043124.png,quercus
113596.png,tilia
082110.png,alnus
085799.png,picea
007021.png,pinus
079530.png,quercus
035926.png,alnus
088216.png,urticaceae
005644.png,salix
036734.png,pinus
095216.png,populus
047243.png,populus
057958.png,corylus
085716.png,cupressaceae
021071.png,urticaceae
108331.png,urticaceae
055213.png,fraxinus
062385.png,quercus
108042.png,corylus
081844.png,cupressaceae
058049.png,alnus
076080.png,fraxinus
110061.png,poaceae
006531.png,fraxinus
007590.png,carpinus
052924.png,alnus
032285.png,picea
037990.png,tilia
082437.png,carpinus
076893.png,corylus
029342.png,pinus
107055.png,tilia
075571.png,corylus
070519.png,populus
027033.png,salix
104309.png,urticaceae
048606.png,fraxinus
073924.png,tilia
060259.png,fraxinus
045303.png,fraxinus
005314.png,tilia
000586.png,tilia
031478.png,cupressaceae
093688.png,poaceae
004252.png,poaceae
100030.png,corylus
062318.png,tilia
115215.png,quercus
013158.png,tilia
052068.png,pinus
036366.png,populus
075682.png,pinus
059296.png,quercus
026645.png,cupressaceae
008450.png,poaceae
043710.png,alnus
110536.png,picea
052319.png,quercus
073922.png,populus
084654.png,tilia
053888.png,poaceae
114516.png,fraxinus
064648.png,tilia
051635.png,populus
098950.png,cupressaceae
032472.png,cupressaceae
006373.png,poaceae
095274.png,pinus
051399.png,carpinus
076199.png,corylus
023066.png,carpinus
062980.png,picea
034527.png,salix
029817.png,corylus
071752.png,pinus
078011.png,pinus
041808.png,cupressaceae
047717.png,cupressaceae
000961.png,carpinus
109190.png,urticaceae
027605.png,urticaceae
016984.png,fagus
036634.png,pinus
109267.png,corylus
025371.png,alnus
074744.png,urticaceae
029629.png,salix
085043.png,pinus
069515.png,salix
102644.png,tilia
045773.png,corylus
022485.png,poaceae
038582.png,betula
045466.png,corylus
034014.png,poaceae
035703.png,pinus
097948.png,quercus
098071.png,salix
004610.png,alnus
012489.png,poaceae
008051.png,betula
051783.png,salix
042146.png,alnus
049487.png,betula
042977.png,quercus
011816.png,quercus
085221.png,betula
097287.png,fraxinus
057563.png,tilia
037365.png,fagus
001062.png,picea
036398.png,fraxinus
086089.png,pinus
091212.png,cupressaceae
031793.png,picea
078151.png,tilia
055477.png,quercus
107652.png,corylus
058037.png,tilia
008671.png,alnus
064109.png,tilia
063043.png,betula
020081.png,picea
074008.png,betula
073325.png,tilia
091532.png,populus
097262.png,carpinus
034374.png,salix
012916.png,fraxinus
104861.png,pinus
071321.png,urticaceae
090251.png,fagus
112945.png,urticaceae
088523.png,urticaceae
024149.png,corylus
031102.png,urticaceae
090241.png,pinus
068551.png,salix
031981.png,picea
091142.png,tilia
019364.png,poaceae
001693.png,pinus
049901.png,salix
109571.png,carpinus
111016.png,corylus
086363.png,fagus
067139.png,populus
030258.png,fraxinus
091325.png,pinus
105990.png,betula
000121.png,fraxinus
095933.png,poaceae
028901.png,poaceae
048281.png,picea
011313.png,tilia
106928.png,salix
095748.png,betula
112563.png,fagus
074996.png,pinus
091347.png,fraxinus
032864.png,fagus
061955.png,urticaceae
028728.png,populus
040646.png,alnus
066947.png,betula
069365.png,carpinus
098991.png,quercus
033460.png,alnus
003520.png,betula
034795.png,carpinus
023740.png,fraxinus
108015.png,betula
031810.png,cupressaceae
019398.png,urticaceae
092201.png,carpinus
100906.png,fraxinus
063940.png,alnus
101612.png,picea
